Longitude,Latitude,Name,Country,Year,Class,Type,SubType,Elevation,Fa,Fs,Wo,Value,cid,Mass
-1.87089,-79.95756,Daule ,Ecuador,2008,L5,Stony,L Chondrite,4.1,24.5,20.8,0,960,218,6580
31.38972,-99.40583,Fife,USA,2003,H5,Stony,H Chondrite,456.3,17.6,15.9,0,960,840,8600
28.61067,13.33417,Hammadah al Hamra 183,Libya,1996,LL6,Stony,L Chondrite,582.2,32.6,27.4,0,960,434,5000
26.95,16.15,Dar al Gani 638,Libya,2005,H4,Stony,H Chondrite,539,18.6,16.6,0,950,434,8170
34.54,-102.59433,Hub,USA,1991,L5,Stony,L Chondrite,1218.2,24.9,21.1,0,950,840,6452
32.788333,-101.938333,Grandview,USA,2008,L5,Stony,L Chondrite,915.8,24.4,21,1.3,940,840,6400
28.97067,12.206,Hammadah al Hamra 320,Libya,2001,H6,Stony,H Chondrite,665.9,18.1,17.1,0,940,434,7823
38.92388,93.43667,Lenghu 001,China,2013,H4,Stony,H Chondrite,2886.7,16.7,16.7,0,940,156,8000
20.0049,56.40473,Ramlat as Sahmah 384 ,Oman,2010,Mesosiderite-C2,Stony-Iron,Mesosiderite,140.1,31.4,26.7,1.2,940,512,5026
19.3023,54.53087,Dhofar 405,Oman,2001,H5,Stony,H Chondrite,165,19,16.5,0,920,512,8000
21.51667,1.3,Ilafegh 002,Algeria,1989,MES,Stony-Iron,Mesosiderite,392,30.4,31.9,0,920,12,4121
19.73183,56.32925,Jiddat al Harasis 457,Oman,2007,L6,Stony,L Chondrite,138.7,24.2,20.3,1.4,920,512,6442
19.161,54.70645,Dhofar 617,Oman,2001,H6,Stony,H Chondrite,176.3,20,17.5,0,910,512,7395
20.15122,55.70925,Ramlat as Sahmah 399,Oman,2010,L6,Stony,L Chondrite,120.1,24.1,20.5,1.9,910,512,6319
20.97867,57.32717,Sayh al Uhaymir 016,Oman,1999,H6,Stony,H Chondrite,121,18.9,16.8,0,910,512,7745
18.65,54.135,Dhofar 276,Oman,2001,H5,Stony,H Chondrite,211,18.6,17.6,0,900,512,7285
20.78667,57.21405,Sayh al Uhaymir 272,Oman,2003,H5,Stony,H Chondrite,129.1,19.3,17,1.3,900,512,7563
36.54194,29.41822,Kemer ,Turkey,2008,L4,Stony,L Chondrite,403.9,25,22,0,890,792,5760
48.68667,2.42833,Draveil ,France,2011,H5,Stony,H Chondrite,73,19,16.7,0,880,250,7500
30.20186,-111.93587,La Ci‚nega ,Mexico,2007,H6,Stony,H Chondrite,540,18.6,16.5,0,880,484,7632
27.88083,16.9135,Dar al Gani 901,Libya,2005,H4,Stony,H Chondrite,593.6,18,13.8,0,870,434,9000
24.2948,-15.27498,Northwest Africa 8431 ,Western Sahara,2013,Eucrite-pmict,Stony,Asteroidal Achondrite,46.5,0,61.8,0,870,732,2000.7
20.53167,56.67667,Sayh al Uhaymir 066,Oman,2000,LL5,Stony,L Chondrite,110,30.8,26.5,1.1,870,512,4670
18.69333,54.37,Dhofar 222,Oman,2000,L5,Stony,L Chondrite,217,24.8,21.6,0,860,512,5680
-24.68333,-69.76667,Los Vientos 061,Chile,2012,L6,Stony,L Chondrite,1792,25.5,21.1,1.5,860,152,5841
24.297,18.41433,Sarir Tibesti 001,Libya,1994,H5,Stony,H Chondrite,445.1,19.7,18.4,1.5,860,434,6697
27.27683,16.12567,Dar al Gani 551,Libya,1998,L6,Stony,L Chondrite,582,26,23,0,850,434,5265
28.62167,13.45033,Hammadah al Hamra 097,Libya,1995,L6,Stony,L Chondrite,584,25.4,21.7,0,850,434,5580
25.95917,-10.96025,Mre‹ra ,Mauritania,2012,L6,Stony,L Chondrite,460.7,24.4,20.3,0,850,478,6000
-22.58333,-68.75,Lim¢n Verde 004 ,Chile,2014,H6,Stony,H Chondrite,2629,19.8,17.5,1.8,840,152,6850
-31.45278,127.8905,Old Homestead 003 ,Australia,2002,Howardite,Stony,H Chondrite,129.5,20,67.5,0,840,36,1780
27.48717,16.44533,Dar al Gani 994,Libya,2002,H4/5,Stony,H Chondrite,607.9,17.4,15.2,0,830,434,7769
18.31133,54.36933,Dhofar 138,Oman,2005,L6,Stony,L Chondrite,284.5,24.6,20.9,0,830,512,5640
18.8871,54.52505,Dhofar 435,Oman,2001,H6,Stony,H Chondrite,203.5,19.5,17.5,0,830,512,6800
19.80152,56.6103,Jiddat al Harasis 407,Oman,2006,H6,Stony,H Chondrite,158.8,19.6,17,1.2,830,512,7000
31.33333,-4,Northwest Africa 1580,Morocco,2001,L6,Stony,L Chondrite,783,24.2,20.8,0,830,504,5700
18.32167,54.481,Dhofar 148,Oman,2005,L6,Stony,L Chondrite,289.2,25.2,21.6,0,820,512,5432
19.79552,55.6831,Jiddat al Harasis 600,Oman,2009,L6,Stony,L Chondrite,124.8,24.1,20.4,1.3,820,512,5750.8
19.44055,56.97623,Jiddat al Harasis 817,Oman,2013,L6,Stony,L Chondrite,146.2,23.4,19.3,0,820,512,6100
32.681,9.72872,Ksar Ghilane 001,Tunisia,2008,L6,Stony,L Chondrite,287.8,23,21.2,1.3,820,788,5511
20.0534,56.46612,Ramlat as Sahmah 252,Oman,2005,L4,Stony,L Chondrite,148.7,24.2,16.4,0,820,512,7171
20.67367,57.18,Sayh al Uhaymir 035,Oman,2000,H5,Stony,H Chondrite,134.4,19,17.2,0,810,512,6760
19.19783,54.90283,Dhofar 1982 ,Oman,2013,L5,Stony,L Chondrite,197.6,22.3,18.9,0,790,512,6000
18.77153,54.24288,Dhofar 414,Oman,2001,L6,Stony,L Chondrite,200,25.5,22,0,790,512,5156
-24.68333,-69.76667,Los Vientos 020,Chile,2010,H4,Stony,H Chondrite,1792,17.6,14,0.9,790,152,8100
30.63583,-5.08833,Northwest Africa 767,Morocco,2000,L4,Stony,L Chondrite,700,26.5,21.7,1.6,780,504,5146
-25.23333,-69.71667,Catalina 076,Chile,2010,L6,Stony,L Chondrite,2178,0,20.6,1.2,770,152,5349
28.91617,13.0485,Hammadah al Hamra 116,Libya,1995,H5,Stony,H Chondrite,634.4,19.3,17.4,0,760,434,6250
20.42787,55.79308,Ramlat as Sahmah 485,Oman,2010,L6,Stony,L Chondrite,146.3,24.6,20.8,0,760,512,5200
20.63817,57.169,Sayh al Uhaymir 072,Oman,2001,H5,Stony,H Chondrite,130.9,18,16,0,760,512,6750
27.55,3.86667,Acfer 084,Algeria,1990,H5,Stony,H Chondrite,436,19.4,16.9,0,750,12,6300
45.50817,119.05783,Lindong ,China,2012,LL5-6,Stony,L Chondrite,873.2,28.1,21.3,1.4,750,156,5000
28.466,13.12417,Hammadah al Hamra 125,Libya,1995,H5,Stony,H Chondrite,569.8,19.4,16.5,0,740,434,6400
19.7058,56.60775,Jiddat al Harasis 229,Oman,2005,L5,Stony,L Chondrite,157.6,25,20.6,1,740,512,5135
19.75313,56.30913,Jiddat al Harasis 501,Oman,2007,H5,Stony,H Chondrite,141.5,17.9,15.7,0,740,512,6751.4
31.5,-4.85,Northwest Africa 1579,Morocco,2001,L5,Stony,L Chondrite,990,24.2,20.4,0,740,504,5200
20.70653,57.18392,Sayh al Uhaymir 265,Oman,2002,H4-6,Stony,H Chondrite,135.3,18.3,16.8,3.3,740,512,6289.877
25.08683,0.8324,Djebel Chaab 003,Algeria,2003,L6,Stony,L Chondrite,322.4,25.4,22.9,0,730,12,4570.2
21.00987,57.03862,Sayh al Uhaymir 295,Oman,2004,L5,Stony,L Chondrite,127.2,26.2,21.7,0,730,512,4780
18.77633,54.39633,Dhofar 1525,Oman,2008,H4,Stony,H Chondrite,211.2,19.1,15.8,1.3,720,512,6476
28.66017,12.75,Hammadah al Hamra 147,Libya,1995,H4,Stony,H Chondrite,603.4,17.4,15.6,0,720,434,6600
38.16638,94.27695,Tuanjie 002,China,2013,L5,Stony,L Chondrite,2746.4,23.6,20.7,0,720,156,5000
33.98333,-101.33333,Floydada (b),USA,1999,H5,Stony,H Chondrite,969.6,18.6,16.2,1.3,710,840,6266
27.24687,111.32187,Heyetang ,China,1998,L3,Stony,L Chondrite,269.4,33.5,40.3,1.3,710,156,2500
29.06,74.44,Ararki,India,2001,L5,Stony,L Chondrite,185,26.3,22.5,0,700,356,4460
19.8015,56.46762,Jiddat al Harasis 295,Oman,2005,L5,Stony,L Chondrite,152.7,25.3,20.7,1.8,700,512,4820
30.33333,-5.83333,Northwest Africa 159,Morocco,1999,L4,Stony,L Chondrite,723,25.2,22.2,0,700,504,4500
-32.245,-59.00306,Libaros ,Argentina,2002,H5,Stony,H Chondrite,41.7,18.8,16.4,0,690,32,6000
-25.07282,-69.89427,Catalina 101,Chile,2014,L6,Stony,L Chondrite,1974,25,21.4,1.4,680,152,4510
28.61817,13.1715,Hammadah al Hamra 103,Libya,1995,L6,Stony,L Chondrite,577.8,24.4,20.5,0,680,434,4760
24.864,51.08983,Qatar 001,Qatar,2010,H5,Stony,H Chondrite,54.6,16.7,14.5,0,680,634,6700
28.00083,-9.27,Northwest Africa 848,Morocco,2000,L6,Stony,L Chondrite,465,25.4,21.3,0,670,504,4508
27.7,4.3,Acfer 190,Algeria,1990,L6,Stony,L Chondrite,456,24.9,21.2,0,660,12,4439
19.16217,54.7665,Dhofar 057,Oman,1999,L6,Stony,L Chondrite,188.5,23.8,20.4,0,660,512,4588
28.29767,0.6665,Plateau du Tademait 002,Algeria,2002,L6,Stony,L Chondrite,397.2,25.7,21.8,45.9,660,12,4334
55.54867,35.2995,Batyushkovo ,Russia,2007,L5,Stony,L Chondrite,261.2,23.7,20.1,22,650,643,4620
27.28883,16.11533,Dar al Gani 502,Libya,1998,L6,Stony,L Chondrite,580.6,25,22,0,650,434,4242
19.08833,54.79267,Dhofar 157,Oman,2005,H5,Stony,H Chondrite,188.8,19.4,17.6,1.8,650,512,5300
20.83681,56.42683,Ramlat as Sahmah 447,Oman,2013,L4,Stony,L Chondrite,120.3,23.7,21,0,650,512,4444
18.647,54.1755,Dhofar 1548,Oman,2008,L6,Stony,L Chondrite,219.2,25.4,22.3,1.4,640,512,4070
-31.66997,141.24233,Eldee 001,Australia,2006,L6,Stony,L Chondrite,188.2,24.6,20.4,0,640,36,4514
20.56945,57.32167,Sayh al Uhaymir 187,Oman,2002,L4-5,Stony,L Chondrite,140.3,25.8,21.7,1.5,640,512,4211
32.70038,-102.67268,Seminole (f) ,USA,2008,H5,Stony,H Chondrite,1005.4,21,16.8,1.2,640,840,5421
27.1255,16.05817,Dar al Gani 002,Libya,1995,H6,Stony,H Chondrite,579.8,20,17.7,0,630,434,5105
27.12117,16.10883,Dar al Gani 100,Libya,1996,H6,Stony,H Chondrite,582.5,20.6,18.7,0,630,434,4840
18.85395,54.64743,Dhofar 1071,Oman,2000,L6,Stony,L Chondrite,200.9,25.5,21.5,0,630,512,4180
19.80618,56.68707,Jiddat al Harasis 058,Oman,2000,L6,Stony,L Chondrite,155.4,25,21.5,0,630,512,4180
19.6604,56.96172,Jiddat al Harasis 111,Oman,2004,L/LL 4,Stony,L Chondrite,153.6,26.8,21.4,0,630,512,4235
22.94781,-13.38527,Northwest Africa 7496 ,Western Sahara,2012,Eucrite-pmict,Stony,Asteroidal Achondrite,347.7,5.9,50,1,630,732,788.4
12.9,0.08,Ouadangou ,Burkina Faso,2003,L5,Stony,L Chondrite,300,24.6,20.2,0,630,854,4440
20.6845,57.14067,Sayh al Uhaymir 075,Oman,2001,H3-5,Stony,H Chondrite,131.7,22,21,0,630,512,4261.2
20.69617,57.1949,Sayh al Uhaymir 264,Oman,2002,LL6,Stony,L Chondrite,132.5,31,25.2,1.6,630,512,3548.079
18.665,54.56667,Dhofar 094,Oman,1999,L5,Stony,L Chondrite,226,23.3,20.2,0,620,512,4395
28.47233,13.18183,Hammadah al Hamra 124,Libya,1995,H5,Stony,H Chondrite,568.8,20,17.3,0,620,434,5130
28.5305,13.38917,Hammadah al Hamra 136,Libya,1995,L6,Stony,L Chondrite,548.8,24.9,21.6,0,620,434,4093
29.01483,12.6275,Hammadah al Hamra 290,Libya,1999,H6,Stony,H Chondrite,647.8,18.9,16.9,0,620,434,5205
19.91455,55.66447,Jiddat al Harasis 079,Oman,2003,L6,Stony,L Chondrite,115.1,25.9,22.2,1.6,620,512,3959.857
30.40667,-5.89233,Northwest Africa 850,Morocco,2001,H5,Stony,H Chondrite,837,19,16.8,0,620,504,5300
20.9655,57.32083,Sayh al Uhaymir 013,Oman,1999,H5,Stony,H Chondrite,121,18.5,16,0,620,512,5496
25.28333,0.2,Tanezrouft 060 ,Algeria,2002,LL4,Stony,L Chondrite,297,28.6,24.4,0,620,12,3650
27.46667,3.88333,Acfer 098,Algeria,1990,H5,Stony,H Chondrite,437,18.3,15.9,0,610,12,5500
18.35833,54.23333,Dhofar 012,Oman,2000,L4,Stony,L Chondrite,270,21.7,19.5,0,610,512,4472
19.95119,56.32686,Jiddat al Harasis 659 ,Oman,2011,L3.6,Stony,L Chondrite,122.9,52,40,0,610,512,2191.4
20.33168,57.2474,Sayh al Uhaymir 209,Oman,2002,H5,Stony,H Chondrite,142.1,17.8,15.7,1.5,610,512,5585
27.46667,-0.51667,Touat 002,Algeria,2002,H5,Stony,H Chondrite,182,19.3,16.9,0,610,12,5150
-32.08287,135.64985,Yaringie Hill,Australia,2006,H6,Stony,H Chondrite,226.2,17.2,15.1,2.7,610,36,5750
-30.33333,130.53333,Cook 001,Australia,1989,H5,Stony,H Chondrite,129,17.9,16.5,1.3,600,36,5195
35.405,-98.74889,Corn ,USA,1994,H5,Stony,H Chondrite,499.3,18.3,16.6,1.2,600,840,5176
9.4559,12.1526,Demsa ,Nigeria,2006,H6,Stony,H Chondrite,151.8,19.4,17.2,1.1,600,566,5000
18.66667,54.15083,Dhofar 1554,Oman,2009,L5,Stony,L Chondrite,210,24.9,21.8,1.1,600,512,3954
19.13922,54.83312,Dhofar 393,Oman,2001,H5,Stony,H Chondrite,190.1,19,17,0,600,512,5000
32.75832,9.8593,Ksar Ghilane 007,Tunisia,2011,H6,Stony,H Chondrite,326.3,18.5,16,0.8,600,788,5381
-25,-70.46667,Paposo 020,Chile,2011,L4,Stony,L Chondrite,7,24.8,20.6,0,600,152,4129
20.532,57.335,Sayh al Uhaymir 498,Oman,2009,L5,Stony,L Chondrite,138.8,25,21.3,1.6,600,512,4053
40.63783,-103.69717,Stoneham,USA,1960,H5,Stony,H Chondrite,1407.9,19.7,17,1.1,600,840,5000
-25.23333,-69.71667,Catalina 028,Chile,2010,H5,Stony,H Chondrite,2178,19.2,17,1.5,590,152,4993
27.0155,16.534,Dar al Gani 763,Libya,1999,L5,Stony,L Chondrite,622.1,25,21.6,1.6,590,434,3906
19.122,54.79467,Dhofar 032,Oman,1999,L6,Stony,L Chondrite,190.7,24.7,20.9,0,590,512,4002
19.75073,56.96652,Jiddat al Harasis 101,Oman,2003,L6,Stony,L Chondrite,159.7,25.5,23.5,1.1,590,512,3563
19.75073,56.96652,Jiddat al Harasis 213,Oman,2003,L6,Stony,L Chondrite,159.7,25.5,23.5,1.5,590,512,3563
21.06493,56.48188,Umm as Samim 009,Oman,2009,L6,Stony,L Chondrite,122.5,24.2,21,1.6,590,512,3989
27.78533,15.95233,Dar al Gani 470,Libya,1998,L6,Stony,L Chondrite,539.2,23.9,19.8,0.6,580,434,4152
18.7288,54.19053,Dhofar 607,Oman,2001,H5,Stony,H Chondrite,207.6,18.5,16.5,0,580,512,5000
12.85,11.03333,Gashua ,Nigeria,1984,L6,Stony,L Chondrite,337,23.8,20,0,580,566,4162
19.98358,56.77298,Jiddat al Harasis 094,Oman,2002,L6,Stony,L Chondrite,154.5,24.9,22.3,1.3,580,512,3713.745
19.75643,56.55205,Jiddat al Harasis 221,Oman,2005,L5,Stony,L Chondrite,157.8,24.8,20.8,1.7,580,512,4012
19.74857,56.67972,Jiddat al Harasis 284,Oman,2005,H4,Stony,H Chondrite,157.9,17,15.3,0,580,512,5448.4
12.83333,9.38333,Maigatari-Danduma ,Niger,2004,H5/6,Stony,H Chondrite,366,20.3,18,1,580,562,4629
21.05978,58.40432,Ramlat al Wahibah 014,Oman,2006,H5,Stony,H Chondrite,55,18.6,14.7,1.2,580,512,5591
-31.535556,-68.489444,Santa Lucia (2008) ,Argentina,2008,L6,Stony,L Chondrite,616,24.4,20.7,2,580,32,4000
27.45,4.11667,Acfer 091,Algeria,1990,LL5-6,Stony,L Chondrite,448,28.7,23.5,0,570,12,3487
19.18556,54.88417,Dhofar 477,Oman,2001,L6,Stony,L Chondrite,200,24.2,21.3,1.5,570,512,3796
-22.5972,-68.7099,Lim¢n Verde 003,Chile,2012,H3-6,Stony,H Chondrite,2616.9,21.4,31,1.6,570,152,2634
-25.87667,119.07333,Mount Leake,Australia,1998,L5,Stony,L Chondrite,548,25.8,22.2,0,570,36,3667
-23.23017,-70.42219,Pampa de Mejillones 014,Chile,2006,L/LL4-6,Stony,L Chondrite,147.4,26.4,22.2,1.56,570,152,3650
20.61327,57.33912,Sayh al Uhaymir 258,Oman,2002,L6,Stony,L Chondrite,138,25.5,21.1,1.4,570,512,3864.213
19.15,54.58333,Dhofar 228,Oman,2001,L6,Stony,L Chondrite,168,24.3,23.1,0,560,512,3452
19.09138,54.79483,Dhofar 365,Oman,2005,H5,Stony,H Chondrite,188.2,18.8,17.4,27.5,560,512,4623
28.5885,12.95283,Hammadah al Hamra 109,Libya,1995,H5,Stony,H Chondrite,574.9,18.6,16.6,0,560,434,4777
18.6262,53.9156,Shisr 102,Oman,2002,L6,Stony,L Chondrite,217.2,25.6,22.2,1.8,560,512,3600
25.43472,-0.09028,Tanezrouft 034,Algeria,1991,H5,Stony,H Chondrite,284,18.9,17.1,0,560,12,4720
27.375,16.184,Dar al Gani 1058 ,Libya,1998,Lunar (feldsp. breccia),Stony,Lunar Achondrite,587.8,33.9,43.6,2.6,550,434,1815
18.35967,54.40705,Dhofar 1658,Oman,2011,LL6,Stony,L Chondrite,278,29.9,24.9,0,550,512,3150
18.26167,54.24333,Dhofar 192,Oman,1999,H4,Stony,H Chondrite,289,18.2,16.5,0,550,512,4779
40.62583,-103.84033,New Raymer,USA,1995,LL4,Stony,L Chondrite,1455.3,28.8,23.1,0,550,840,3400
20.46092,55.4995,Ramlat as Sahmah 440,Oman,2013,L5,Stony,L Chondrite,109,25.9,21.4,0,550,512,3700
20.992,57.30583,Sayh al Uhaymir 010,Oman,1999,H6,Stony,H Chondrite,120,18.4,16.7,0,550,512,4682
18.5,52.16667,Uruq al Hadd 002 ,Yemen,1996,H3,Stony,H Chondrite,345,20.3,21.2,1.4,550,887,3700
-25.34562,-69.35665,Vaquillas 001,Chile,2014,L6,Stony,L Chondrite,3197.3,25.4,20.9,1.4,550,152,3753
27.25861,16.01139,Dar al Gani 650,Libya,1999,L6,Stony,L Chondrite,571.7,24.7,21,0,540,434,3700
19.33766,54.53293,Dhofar 1513,Oman,2009,L5,Stony,L Chondrite,175.2,25.1,20.5,0,540,512,3782
18.4235,54.48,Dhofar 239,Oman,2000,H4,Stony,H Chondrite,272.2,17,15.5,1.2,540,512,4950
-24.85,-70.53333,El M‚dano 170,Chile,2011,L4,Stony,L Chondrite,18,23.3,19.9,1.5,540,152,3893
28.75,11.56667,Hammadah al Hamra 259,Libya,1998,H5,Stony,H Chondrite,714,17.2,15.4,1.1,540,434,5055
46.42137,14.05217,Jesenice ,Slovenia,2009,L6,Stony,L Chondrite,1294.8,0,21,0,540,705,3667
19.7524,56.3304,Jiddat al Harasis 570,Oman,2009,H4-6,Stony,H Chondrite,136.4,18.4,16.2,1.3,540,512,4747.9
-24.68333,-69.76667,Los Vientos 099 ,Chile,2014,H3,Stony,H Chondrite,1792,24.7,26,0.6,540,152,2967
27.38833,-9.01733,Northwest Africa 836,Western Sahara,2000,L5,Stony,L Chondrite,459.6,24.6,21,0,540,732,3660
26.98017,16.34967,Dar al Gani 969,Libya,1998,L/LL6,Stony,L Chondrite,603.1,26.2,24.2,2.04,530,434,3145
18.51133,54.60783,Dhofar 1524,Oman,2008,H5,Stony,H Chondrite,254,19.3,16.4,1,530,512,4652
19.82758,54.7742,Dhofar 2009,Oman,2011,L6,Stony,L Chondrite,117.2,25.1,21.4,4.4,530,512,3524
33.03333,-112.61667,Gila Bend,USA,2000,L5,Stony,L Chondrite,270.1,24.6,20.3,0,530,840,3700
46.3695,14.53533,Jezersko ,Slovenia,1992,H4,Stony,H Chondrite,1552.2,12,55,0,530,705,1380
42.9075,-90.36556,Mifflin ,USA,2010,L5,Stony,L Chondrite,331.4,24.9,21.1,23,530,840,3585
24.6205,-0.5617,Tanezrouft 076,Algeria,2003,L6,Stony,L Chondrite,291.7,25.6,21.4,0,530,12,3548
19.696,11.52683,Tiffa 002,Niger,1997,H4-5,Stony,H Chondrite,405.4,18.1,16.2,0,530,562,4705
22.67752,55.34027,Al Huwaysah 012,Oman,2010,H5,Stony,H Chondrite,108,17.9,15.8,1.3,520,512,4694.9
27.26667,16.11667,Dar al Gani 488,Libya,1998,L6,Stony,L Chondrite,582,26,23,0,520,434,3259
18.96133,54.3685,Dhofar 1597,Oman,2004,H5,Stony,H Chondrite,175,18.7,16.4,1.3,520,512,4558
18.36002,54.40972,Dhofar 1659,Oman,2011,L6,Stony,L Chondrite,277.3,24.2,20,0,520,512,3695
19.36518,54.51565,Dhofar 1677,Oman,2011,H5,Stony,H Chondrite,153.3,18.9,16.8,0.9,520,512,4388
18.25167,54.19833,Dhofar 221,Oman,2000,L5,Stony,L Chondrite,291,24.3,21,0,520,512,3536
23.66667,-1.81667,El Djouf 007,Algeria,1989,H5,Stony,H Chondrite,304,18.2,16.5,0,520,12,4500
27.37033,0.70617,Plateau du Tademait 006,Algeria,2004,LL6,Stony,L Chondrite,333.6,30.7,24.9,0,520,12,2995
20.55617,57.31,Sayh al Uhaymir 238,Oman,2002,L4,Stony,L Chondrite,140.4,24.2,21.8,1.3,520,512,3436
27.23944,29.83583,Abu Moharek,Egypt,1997,H4,Stony,H Chondrite,184.3,18.7,16.2,0,510,818,4500
17.17493,-11.34133,Boumdeid (2011) ,Mauritania,2011,L6,Stony,L Chondrite,173.8,23.9,20.2,1.5,510,478,3599
27.45767,16.28017,Dar al Gani 061,Libya,1995,LL5-6,Stony,L Chondrite,589,28.1,23.2,0,510,434,3130
28.46683,12.89467,Hammadah al Hamra 131,Libya,1995,L6,Stony,L Chondrite,555,26,22,0,510,434,3295
-30.66167,129.11667,Hughes 013,Australia,1991,H5,Stony,H Chondrite,164,20.1,18.2,0,510,36,4000
28.66833,13.34467,Hammadah al Hamra 118,Libya,1995,H4,Stony,H Chondrite,590.4,18.3,16.4,0,500,434,4382
29.187,11.60167,Hammadah al Hamra 222,Libya,1997,L6,Stony,L Chondrite,651,24.8,21.2,0,500,434,3393
48.76367,21.17633,Ko?ice ,Slovakia,2010,H5,Stony,H Chondrite,325.8,18.6,16.6,0,500,703,4300
33.00383,-105.85083,La Luz,USA,2005,H4,Stony,H Chondrite,1866.9,16.1,14.9,1.5,500,840,4798
20.50788,55.77547,Ramlat as Sahmah 286,Oman,2009,H4-5,Stony,H Chondrite,141.6,17.6,16,1.6,500,512,4445.2
50.28533,46.69967,Romashki ,Russia,2009,L6,Stony,L Chondrite,42,24.7,20.8,0,500,643,3400
21.28011,56.56933,Sayh al Uhaymir 573,Oman,2013,L4,Stony,L Chondrite,129.5,23.3,24.2,0,500,512,2948
18.54908,53.9229,Shisr 015,Oman,2001,L5,Stony,L Chondrite,235,24.4,21.1,1.5,500,512,3409.297
26.80733,15.9015,Dar al Gani 313,Libya,1997,L(LL)3,Stony,L Chondrite,472.5,41.7,21.3,0,490,434,3294
27.14317,15.873,Dar al Gani 318,Libya,1997,H3,Stony,H Chondrite,527,22.2,16.6,0,490,434,4236
29.62778,11.7025,Daraj 146,Libya,2000,H5,Stony,H Chondrite,636,17.6,15.5,0,490,434,4553
18.27717,54.25547,Dhofar 1280,Oman,2005,H6,Stony,H Chondrite,290.4,16.8,15.5,0,490,512,4473
18.42632,54.42865,Dhofar 1286 ,Oman,2005,Ure,Stony,Asteroidal Achondrite,267.9,0,78,0,490,512,898
28.455,12.85083,Hammadah al Hamra 261,Libya,2000,Eucrite,Stony,Asteroidal Achondrite,561,0,64.8,0,490,434,1078
28.47883,12.86367,Hammadah al Hamra 266,Libya,2000,L5,Stony,L Chondrite,553.2,25.1,21.3,1.8,490,434,3263
29.03857,13.20712,Hammadah al Hamra 285,Libya,2000,Howardite,Stony,H Chondrite,600.1,32,57,2.1,490,434,1236
29.1,12.31667,Hammadah al Hamra 294,Libya,2000,L6,Stony,L Chondrite,655,23,19,0,490,434,3710
19.71902,55.70425,Jiddat al Harasis 312,Oman,2005,L6,Stony,L Chondrite,133.6,23.9,19.9,1.4,490,512,3489
32.05,-3.03333,Northwest Africa 034,Morocco,1999,L4,Stony,L Chondrite,867,24,20,0,490,504,3500
32.95,-114.666667,Winterhaven,USA,2002,Howardite,Stony,H Chondrite,296.4,0,33.5,1.4,490,840,2100
27.68333,4.35,Acfer 125,Algeria,1990,L6,Stony,L Chondrite,456,23.8,20.1,0,480,12,3380
18.85972,54.47056,Dhofar 187,Oman,2000,L5,Stony,L Chondrite,202.4,25.6,22.5,2.1,480,512,3049
18.76911,54.68781,Dhofar 2033 ,Oman,2008,L6,Stony,L Chondrite,212.4,25.6,22.3,1.3,480,512,3100
19.155,54.78667,Dhofar 316,Oman,2001,L6,Stony,L Chondrite,190,24.8,21.2,1.3,480,512,3215
28.932,12.62533,Hammadah al Hamra 220,Libya,1997,H4,Stony,H Chondrite,651.2,18.9,16.6,0,480,434,4153
-23.20481,-70.45019,Pampa de Mejillones 004,Chile,2003,L6,Stony,L Chondrite,112.2,25.6,21.6,0,480,152,3155
25.53389,0.36306,Tanezrouft 011,Algeria,1991,L/LL5-6,Stony,L Chondrite,290.4,26.3,20.9,0,480,12,3287
27.56667,4.03333,Acfer 113,Algeria,1990,LL6,Stony,L Chondrite,447,29.6,23.3,0,470,12,2906
39.23,-102.99,Flagler,USA,1972,H3.8,Stony,H Chondrite,1492.3,17.7,16.5,0,470,840,4100
28.58817,13.45083,Hammadah al Hamra 155,Libya,1995,H4/5,Stony,H Chondrite,582,18.7,16.6,0,470,434,4055
20.84132,57.62995,Hayy 001,Oman,2010,H5,Stony,H Chondrite,47.9,17.9,15.9,1.6,470,512,4208
19.22308,55.16714,Jiddat al Harasis 808,Oman,2013,LL6,Stony,L Chondrite,197.6,31.2,25.4,0,470,512,2640
32.59033,-101.77217,Ackerly ,USA,1995,L5,Stony,L Chondrite,868.9,24.7,21.5,1.5,460,840,3046
19.17277,54.92233,Dhofar 1665,Oman,2011,L3,Stony,L Chondrite,190.2,31,18,0,460,512,3687
19.16365,54.66127,Dhofar 996,Oman,2003,LL5,Stony,L Chondrite,183.2,29.6,24.4,0,460,512,2717
19.77063,56.35233,Jiddat al Harasis 461,Oman,2007,L6,Stony,L Chondrite,139,24,19.8,1.3,460,512,3308.7
-23.2705,-70.483,La Yesera 002,Chile,2003,LL5,Stony,L Chondrite,175.8,28.2,25.1,0,460,152,2625
20.51808,55.8168,Ramlat as Sahmah 431,Oman,2010,L6,Stony,L Chondrite,143.6,26.6,22,10,460,512,3000
20.51182,57.28693,Sayh al Uhaymir 543,Oman,2011,L5/6,Stony,L Chondrite,137.9,23.4,19.2,0,460,512,3404
21.04832,55.57372,Umm as Samim 032,Oman,2010,H4,Stony,H Chondrite,104.5,17,15.3,1.4,460,512,4335.1
40.66813,-117.18913,Battle Mountain ,USA,2012,L6,Stony,L Chondrite,1829.2,26,22,0,450,840,2900
27.1275,16.104,Dar al Gani 215,Libya,1996,H6,Stony,H Chondrite,580.2,20,17.8,0,450,434,3600
